Handle,Title,Style,Material,Face Shapes,Tags
green-noir-1990s-coco-katchina-eyeglasses,"""Green Noir"" 1990s Coco Katchina Eyeglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
pearl-metro-1990s-la-eyeworks-eyeglasses,"""Pearl Metro"" 1990s LA Eyeworks Eyeglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
hazel-weave-1990s-la-eyeworks-eyeglasses,"""Hazel Weave"" 1990s LA Eyeworks Eyeglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
1990s-rapp-eyeglasses,"""Bordeaux Dual"" 1990s Rapp Eyeglasses",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
jet-stream-1990s-nike-eyeglasses,"""Jet Stream"" 1990s Nike Eyeglasses",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
bronze-aviator-1990s-hugo-boss-eyeglasses,"""Bronze Aviator"" 1990s Hugo Boss Eyeglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted, lens:custom"
cobalt-trim-1990s-giorgio-armani-eyeglasses,"""Cobalt Trim"" 1990s Giorgio Armani Eyeglasses",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
graphite-precision-1990s-porsche-design-eyeglasses,"""Graphite Precision"" 1990s Porsche Design Eyeglasses",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
golden-round-1990s-fossil-eyeglasses,"""Golden Round"" 1990s Fossil Eyeglasses",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
marbled-ocean-1990s-emporio-armani-eyeglasses,"""Marbled Ocean"" 1990s Emporio Armani Eyeglasses",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
steel-rectangle-1980s-neostyle-eyeglasses,"""Steel Rectangle"" 1980s Neostyle Eyeglasses",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
1980s-gold-wire-eyeglasses,"""Golden Aviator"" 1980s Eyeglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted, lens:custom"
brushed-gold-1980s-aviator-eyeglasses,"""Brushed Gold"" 1980s Aviator Eyeglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted, lens:custom"
antique-round-1980s-monty-eyeglasses,"""Antique Round"" 1980s Monty Eyeglasses",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
1980s-alps-eyeglasses,"""Amber Aviator"" 1980s Alps Eyeglasses",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted, lens:custom"
silver-scholar-1980s-ralph-lauren-eyeglasses,"""Silver Scholar"" 1980s Ralph Lauren Eyeglasses",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
amber-flame-1980s-norris-bloc-eyeglasses,"""Amber Flame"" 1980s Norris Bloc Eyeglasses",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx, lens:tinted, lens:custom"
1970s-luxottica-klixx-2-eyeglasses,"""Watercolor Aviator"" 1970s Luxottica Eyeglasses",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted, lens:custom"
marbled-slate-1970s-oakley-eyeglasses,"""Marbled Slate"" 1970s Oakley Eyeglasses",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted, lens:custom"
silver-box-1970s-polaroid-eyeglasses,"""Silver Box"" 1970s Polaroid Eyeglasses",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted, lens:custom"
crimson-carve-1990s-mugler-sunglasses,"""Crimson Carve"" 1990s Mugler Sunglasses",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:tinted, lens:custom"
ebony-layer-1990s-esprit-eyeglasses,"""Ebony Layer"" 1990s Esprit Eyeglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
pink-liner-1990s-ray-ban-eyeglasses,"""Pink Liner"" 1990s Ray Ban Eyeglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:custom"
bronze-round-1990s-benetton-eyeglasses,"""Bronze Round"" 1990s Benetton Eyeglasses",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
midnight-split-1990s-italian-eyeglasses,"""Midnight Split"" 1990s Italian Eyeglasses",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
matte-tortoise-1990s-emporio-armani-sunglasses,"""Matte Tortoise"" 1990s Emporio Armani Sunglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
tangerine-edge-1990s-la-eyeworks-eyeglasses,"""Tangerine Edge"" 1990s LA Eyeworks Eyeglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
black-keyhole-1990s-komono-eyeglasses,"""Black Keyhole"" 1990s Komono Eyeglasses",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
crimson-orbit-1990s-zenni-mary-anne-eyeglasses,"""Crimson Orbit"" 1990s Zenni Mary Anne Eyeglasses",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx, lens:tinted, lens:custom"
orchid-cut-out-1990s-la-eyeworks-eyeglasses,"""Orchid Cut-Out"" 1990s LA Eyeworks Eyeglasses",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx, lens:tinted, lens:custom"
tartan-burst-1990s-la-eyeworks-eyeglasses,"""Tartan Burst"" 1990s LA Eyeworks Eyeglasses",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx, lens:custom"
electricity-1980s-axel-s-eyeglasses,"""Electricity"" 1980s Axel S. Eyeglasses",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx, lens:custom"
sandstone-rectangle-1980s-bcg-sunglasses,"""Sandstone Rectangle"" 1980s BCG Sunglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
1980s-anne-et-valentin-sunglasses,"""Electric Edge"" 1980s Anne et Valentin Sunglasses",rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:custom"
1980s-korean-eyeglasses,"""Midnight Gilt Geometry"" 1980s Korean Eyeglasses",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx, lens:custom"
1980s-st-mortiz-eyeglasses,“Sunlit Amber Square” 1980s St. Moritz Eyeglasses,square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
umber-rectangle-1980s-bcg-sunglasses,"""Umber Rectangle"" 1980s BCG Sunglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
1980s-alain-afflelou-eyeglasses,“Blue Quietude” 1980s Alain Afflelou Eyeglasses,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:custom"
1980s-adrienne-vittadini-eyeglasses,“Marbled Whisper” 1980s Adrienne Vittadini Eyeglasses,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
1960s-bernard-kayman-sunglasses,“Cosmic Hex” 1960s Bernard Kayman Sunglasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
1960s-polaroid-cat-eye-sunglasses,“Amber Wink” 1960s Polaroid Eyeglasses,cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx, lens:tinted, lens:custom"
1960s-albert-nipon-eyeglasses,“Frosted Bloom” 1960s Albert Nipon Eyeglasses,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
1990s-chanel-eyeglasses,"""Soft Luxe"" 1990s Chanel Eyeglasses",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted, lens:custom"
1990s-eyeglasses,“Midnight Fade” 1990s Eyeglasses,rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:custom"
1990s-world-of-frames-eyeglasses,“Honey Drift” 1980s World of Frames Eyeglasses,aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted, lens:custom"
1980s-marchon-eyeglasses,“Gilded Air” 1980s Marchon Gold Eyeglasses,aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted, lens:custom"
1980s-pierre-cardin-eyeglasses,“Gunmetal Lineage” 1980s Pierre Cardin Eyeglasses,aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:custom"
1980s-bijoux-prinleton-eyeglasses,“Amber Script” 1980s Bijoux Prinleton Eyeglasses,square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx, lens:custom"
1980s-aviator-eyeglasses,“Golden Glow” 1980s Aviator Eyeglasses,aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:custom"
